Visit_ID,Avg_Session_Duration,Pages_Per_Session,Channel,Zone,Order
100839,6,4,Paid Search,North,1
100840,6,3,Paid Search,North,1
100841,9,2,Paid Search,North,1
100842,5.25,2,Paid Search,South,1
100843,4.5,4,Direct,North,1
100844,6,4,Direct,North,1
100845,4.5,4,Paid Search,North,1
100846,5.25,3,Paid Search,South,1
100847,4.5,4,Paid Search,South,1
100848,6,2,Paid Search,North,0
100849,2.25,1,Paid Search,South,1
100850,3,4,Paid Search,North,1
100851,5,2,Paid Search,North,0
100852,6,4,Paid Search,South,1
100853,3.75,4,Paid Search,North,1
100854,4.5,4,Paid Search,North,1
100855,9,2,Paid Search,South,1
100856,6,3,Paid Search,North,1
100857,2.5,1,Direct,North,1
100858,3.75,2,Paid Search,North,0
100859,3.75,2,Paid Search,South,1
100860,2.25,1,Paid Search,North,0
100861,6,2,Paid Search,North,0
100862,4.5,2,Direct,North,1
100863,6,4,Paid Search,North,1
100864,6.75,2,Paid Search,North,1
100865,2.5,1,Paid Search,South,1
100866,3.75,4,Paid Search,South,1
100867,4.5,1,Paid Search,North,0
100868,3,4,Paid Search,South,1
100869,9,2,Direct,South,1
100870,3,4,Paid Search,North,1
100871,9,4,Paid Search,South,1
100872,1.5,1,Paid Search,North,0
100873,6,1,Direct,North,1
100874,3.75,1,Paid Search,North,0
100875,3,2,Paid Search,South,1
100876,2.75,1,Paid Search,North,0
100877,4.5,4,Paid Search,South,1
100878,9,2,Paid Search,North,1
100879,2.25,1,Paid Search,South,1
100880,7.5,3,Paid Search,South,1
100881,6,3,Paid Search,South,1
100882,6,4,Paid Search,South,1
100883,7.5,4,Paid Search,North,1
100884,4.5,4,Paid Search,North,1
100885,6,3,Paid Search,South,1
100886,3,4,Direct,North,1
100887,6,3,Direct,North,1
100888,12,2,Direct,South,1
100889,9,4,Paid Search,North,1
100890,7,4,Paid Search,South,1
100891,6.75,4,Direct,North,1
100892,3.75,4,Paid Search,North,1
100893,3,4,Paid Search,North,1
100894,9,4,Paid Search,South,1
100895,4.5,3,Paid Search,North,1
100896,9,2,Paid Search,South,1
100897,5.25,4,Paid Search,North,1
100898,3,2,Paid Search,South,1
100899,3.75,4,Paid Search,North,1
100900,4.5,3,Paid Search,South,1
100901,4,4,Paid Search,South,1
100902,5,4,Paid Search,South,1
100903,9,4,Paid Search,South,1
100904,3.75,2,Paid Search,North,0
100905,6,1,Paid Search,North,0
100906,3,2,Paid Search,South,1
100907,5.25,2,Paid Search,South,1
100908,9,2,Direct,South,1
100909,3.75,2,Paid Search,North,0
100910,2.25,1,Paid Search,North,0
100911,9,4,Paid Search,North,1
100912,6,4,Paid Search,South,1
100913,7.5,4,Paid Search,South,1
100914,2.75,1,Direct,North,1
100915,6,2,Direct,North,1
100916,12,2,Direct,North,1
100917,2.5,1,Paid Search,North,0
100918,1.5,1,Paid Search,North,0
100919,6,1,Paid Search,North,0
100920,6,2,Paid Search,North,0
100921,4.5,2,Paid Search,North,0
100922,12,1,Paid Search,North,1
100923,2.25,1,Paid Search,South,1
100924,3,4,Paid Search,South,1
100925,6,1,Paid Search,South,1
100926,3,2,Paid Search,North,0
100927,4.5,4,Paid Search,North,1
100928,12,4,Paid Search,North,1
100929,7.5,4,Paid Search,North,1
100930,3,2,Paid Search,North,0
100931,6,1,Paid Search,North,0
100932,2.25,1,Paid Search,North,0
100933,2.25,1,Paid Search,South,1
100934,3,4,Paid Search,North,1
100935,3,1,Paid Search,North,0
100936,7.5,3,Paid Search,North,1
100937,2.25,1,Paid Search,South,1
100938,1.5,1,Paid Search,North,0
100939,15,4,Direct,North,1
100940,6,4,Paid Search,South,1
100941,3,3,Paid Search,South,1
100942,2.5,1,Paid Search,South,1
100943,6,2,Paid Search,North,0
100944,1,1,Paid Search,South,1
100945,3.75,1,Paid Search,North,0
100946,12,1,Paid Search,North,1
100947,6,4,Paid Search,North,1
100948,3,4,Paid Search,North,1
100949,4.5,1,Paid Search,North,0
100950,6,4,Paid Search,South,1
100951,4.5,3,Direct,South,1
100952,9,1,Direct,South,1
100953,6,4,Paid Search,South,1
100954,9,2,Paid Search,North,1
100955,3,4,Paid Search,North,1
100956,6,4,Paid Search,North,1
100957,7.5,4,Paid Search,North,1
100958,2.25,1,Paid Search,South,1
100959,7,2,Paid Search,South,1
100960,6,4,Paid Search,North,1
100961,1.5,1,Paid Search,South,1
100962,5.25,4,Paid Search,North,1
100963,3.75,2,Paid Search,South,1
100964,6,2,Paid Search,South,1
100965,1.5,1,Direct,South,1
100966,7.5,1,Paid Search,North,1
100967,6.75,2,Paid Search,North,1
100968,3.75,2,Paid Search,North,0
100969,10.5,4,Paid Search,South,1
100970,2.75,1,Paid Search,North,0
100971,3.75,2,Direct,North,1
100972,6,4,Paid Search,North,1
100973,6,4,Paid Search,North,1
100974,15,4,Direct,North,1
100975,7.5,2,Paid Search,North,1
100976,6,3,Paid Search,South,1
100977,1.5,1,Paid Search,South,1
100978,4.5,2,Direct,North,1
100979,6,4,Paid Search,North,1
100980,3.75,2,Paid Search,South,1
100981,7.5,2,Paid Search,South,1
100982,12,2,Direct,South,1
100983,5.25,1,Paid Search,North,0
100984,9,2,Paid Search,South,1
100985,6,2,Paid Search,South,1
100986,3.75,3,Paid Search,North,1
100987,10.5,1,Direct,South,1
100988,3.25,4,Paid Search,South,1
100989,6,2,Paid Search,North,0
100990,6,2,Paid Search,North,0
100991,3,1,Direct,South,1
100992,3.75,4,Paid Search,North,1
100993,4.5,4,Paid Search,South,1
100994,9,3,Paid Search,North,1
100995,3,3,Paid Search,North,1
100996,3,4,Paid Search,South,1
100997,7.5,4,Paid Search,North,1
100998,3,4,Paid Search,North,1
100999,11.25,4,Paid Search,North,1
101000,11.25,4,Paid Search,South,1
101001,1.5,1,Paid Search,North,0
101002,12,2,Paid Search,South,1
101003,3,3,Direct,South,1
101004,10.5,4,Paid Search,South,1
101005,6,4,Paid Search,South,1
101006,9,4,Direct,South,1
101007,6,4,Paid Search,South,1
101008,9,2,Paid Search,South,1
101009,3,4,Paid Search,South,1
101010,7.5,2,Paid Search,North,1
101011,3,1,Paid Search,South,1
101012,12,4,Direct,South,1
101013,3,1,Paid Search,North,0
101014,6,4,Paid Search,North,1
101015,3.75,4,Paid Search,South,1
101016,6,2,Paid Search,North,0
101017,6,4,Paid Search,North,1
101018,7.5,3,Direct,South,1
101019,6,2,Paid Search,North,0
101020,6,2,Paid Search,South,1
101021,2.25,1,Paid Search,North,0
101022,1.5,1,Paid Search,South,1
101023,2.5,1,Paid Search,North,0
101024,3,4,Paid Search,South,1
101025,2.5,1,Paid Search,South,1
101026,1.5,1,Paid Search,North,0
101027,1.5,1,Paid Search,North,0
101028,3,3,Paid Search,South,1
101029,1.75,1,Paid Search,South,1
101030,15,4,Direct,South,1
101031,4.5,3,Direct,South,1
101032,6,2,Paid Search,South,1
101033,4.5,2,Paid Search,South,1
101034,3,4,Direct,North,1
101035,3,1,Paid Search,North,0
101036,11.25,2,Paid Search,North,1
101037,12,3,Direct,North,1
101038,4.5,2,Paid Search,North,0
101039,2.5,1,Paid Search,South,1
101040,2.25,1,Paid Search,North,0
101041,7.5,2,Paid Search,North,1
101042,3,1,Paid Search,South,1
101043,4.5,4,Direct,South,1
101044,7.5,4,Paid Search,North,1
101045,12,4,Paid Search,North,1
101046,2.75,1,Paid Search,North,0
101047,9,4,Paid Search,North,1
101048,1.5,1,Paid Search,North,0
101049,2.75,1,Paid Search,North,0
101050,3,2,Paid Search,North,0
101051,6,2,Paid Search,North,0
101052,6.75,2,Paid Search,North,1
101053,3,2,Paid Search,South,1
101054,4.5,1,Paid Search,South,1
101055,9,4,Paid Search,North,1
101056,1.5,1,Paid Search,North,0
101057,3,1,Paid Search,South,1
101058,9,2,Paid Search,South,1
101059,4.5,2,Paid Search,South,1
101060,9,4,Paid Search,North,1
101061,2.25,1,Direct,South,1
101062,3.75,4,Paid Search,North,1
101063,9,4,Direct,North,1
101064,12,2,Direct,South,1
101065,6,4,Paid Search,North,1
101066,6.75,4,Direct,North,1
101067,3,2,Paid Search,South,1
101068,3,1,Paid Search,North,0
101069,9,4,Direct,North,1
101070,9,4,Paid Search,North,1
101071,9,2,Paid Search,North,1
101072,1.75,1,Paid Search,North,0
101073,2,1,Direct,South,1
101074,10.5,1,Direct,South,1
101075,9,4,Direct,North,1
101076,3,4,Paid Search,North,1
101077,10.5,3,Paid Search,North,1
101078,2.75,1,Paid Search,South,1
101079,13.5,2,Paid Search,South,1
101080,7.5,1,Paid Search,South,1
101081,6,1,Paid Search,North,0
101082,3.75,3,Paid Search,North,1
101083,4.5,4,Direct,South,1
101084,6,4,Direct,North,1
101085,2.5,1,Paid Search,South,1
101086,3,2,Direct,North,1
101087,4.5,1,Paid Search,North,0
101088,9,4,Direct,North,1
101089,4.5,3,Paid Search,North,1
101090,3,3,Direct,North,1
101091,3,4,Paid Search,North,1
101092,3,3,Paid Search,North,1
101093,3,3,Paid Search,North,1
101094,6,4,Paid Search,North,1
101095,3,4,Paid Search,North,1
101096,13.5,4,Direct,South,1
101097,3,2,Direct,North,1
101098,4.5,4,Direct,North,1
101099,9,4,Paid Search,North,1
101100,5,4,Paid Search,South,1
101101,6,4,Paid Search,North,1
101102,9,4,Paid Search,North,1
101103,1.5,1,Paid Search,South,1
101104,2.25,1,Paid Search,North,0
101105,3,4,Paid Search,South,1
101106,6,3,Direct,South,1
101107,4.5,4,Paid Search,South,1
101108,3,2,Paid Search,South,1
101109,6,2,Paid Search,North,0
101110,3.5,2,Direct,North,1
101111,1.5,1,Direct,North,1
101112,3.75,4,Direct,North,1
101113,4.5,3,Paid Search,South,1
101114,9,2,Paid Search,North,1
101115,3,1,Paid Search,South,1
101116,12,1,Paid Search,North,1
101117,10.5,3,Paid Search,North,1
101118,2.5,1,Paid Search,South,1
101119,8.25,4,Paid Search,North,1
101120,3,3,Paid Search,South,1
101121,5.25,2,Paid Search,South,1
101122,6,2,Paid Search,North,0
101123,3,2,Paid Search,South,1
101124,2.5,1,Paid Search,North,0
101125,4.5,3,Paid Search,North,1
101126,3,2,Paid Search,North,0
101127,3,2,Paid Search,North,0
101128,3,2,Direct,North,1
101129,3,2,Paid Search,North,0
101130,3,2,Paid Search,South,1
101131,12,2,Paid Search,North,1
101132,9,3,Direct,North,1
101133,3.75,3,Paid Search,South,1
101134,4.5,4,Paid Search,North,1
101135,15,4,Paid Search,South,1
101136,3,2,Paid Search,North,0
101137,6.75,2,Paid Search,South,1
101138,3,3,Paid Search,North,1
101139,3.75,2,Paid Search,North,0
101140,3,2,Paid Search,South,1
101141,1.5,1,Paid Search,South,1
101142,9,1,Paid Search,North,1
101143,6.75,2,Paid Search,South,1
101144,4.5,2,Paid Search,South,1
101145,5.25,4,Paid Search,North,1
101146,12,2,Direct,North,1
101147,1.5,1,Paid Search,North,0
101148,3,3,Paid Search,North,1
101149,9,2,Paid Search,South,1
101150,4.5,4,Paid Search,North,1
101151,1.5,1,Paid Search,South,1
101152,2.5,1,Paid Search,North,0
101153,9,1,Paid Search,North,1
101154,6,4,Paid Search,South,1
101155,6,4,Direct,North,1
101156,3,4,Paid Search,South,1
101157,2.25,1,Direct,South,1
101158,3,1,Direct,North,1
101159,6,3,Paid Search,South,1
101160,1.5,1,Paid Search,North,0
101161,6,4,Paid Search,South,1
101162,4.5,1,Paid Search,North,0
101163,3.75,3,Paid Search,North,1
101164,2.5,1,Paid Search,South,1
101165,9,4,Paid Search,North,1
101166,1.5,1,Paid Search,North,0
101167,4.5,2,Paid Search,North,0
101168,2.75,1,Paid Search,North,0
101169,6,4,Paid Search,South,1
101170,6,4,Direct,North,1
101171,3.75,3,Paid Search,North,1
101172,3,1,Paid Search,North,0
101173,6,2,Paid Search,South,1
101174,2,1,Paid Search,North,0
101175,5.25,1,Direct,South,1
101176,7.5,1,Paid Search,North,1
101177,3,1,Paid Search,South,1
101178,1.5,1,Paid Search,North,0
101179,3,2,Paid Search,North,0
101180,5.25,4,Paid Search,North,1
101181,9,1,Direct,North,1
101182,9,2,Direct,South,1
101183,5.25,2,Paid Search,North,0
101184,6,4,Paid Search,North,1
101185,4.5,4,Paid Search,North,1
101186,3.75,2,Paid Search,North,0
101187,2.25,1,Paid Search,South,1
101188,4,3,Paid Search,South,1
101189,3,1,Paid Search,North,0
101190,4.5,4,Paid Search,North,1
101191,6,3,Direct,South,1
101192,12,4,Direct,North,1
101193,6.75,2,Direct,North,1
101194,1.5,1,Paid Search,South,1
101195,11.25,4,Paid Search,North,1
101196,2.25,1,Direct,South,1
101197,1.5,1,Paid Search,North,0
101198,3,4,Paid Search,North,1
101199,6,4,Paid Search,North,1
101200,4.5,3,Paid Search,North,1
101201,2.25,1,Direct,North,1
101202,3,3,Paid Search,North,1
101203,6.75,4,Direct,South,1
101204,3,4,Direct,North,1
101205,3,1,Paid Search,North,0
101206,7.5,4,Paid Search,South,1
101207,3,4,Paid Search,North,1
101208,3,3,Paid Search,North,1
101209,6,2,Direct,South,1
101210,3,2,Paid Search,South,1
101211,2.25,1,Paid Search,North,0
101212,9,4,Paid Search,South,1
101213,6.75,4,Direct,South,1
101214,7.5,4,Direct,North,1
101215,9,2,Paid Search,North,1
101216,1.5,1,Direct,North,1
101217,4.5,1,Direct,South,1
101218,9,2,Paid Search,South,1
101219,6,2,Paid Search,South,1
101220,2.5,1,Paid Search,South,1
101221,3,1,Paid Search,North,0
101222,3,4,Direct,North,1
101223,3,2,Paid Search,North,0
101224,6,4,Direct,North,1
101225,3.75,2,Paid Search,South,1
101226,9,2,Direct,North,1
101227,12,2,Paid Search,North,1
101228,3,4,Paid Search,North,1
101229,2.25,1,Paid Search,North,0
101230,6,1,Paid Search,North,0
101231,9,2,Paid Search,North,1
101232,2.25,1,Paid Search,South,1
101233,3,1,Paid Search,South,1
101234,4.5,2,Paid Search,North,0
101235,1,1,Paid Search,South,1
101236,6,2,Paid Search,North,0
101237,1.5,1,Paid Search,North,0
101238,5.25,2,Direct,North,1
101239,3,2,Paid Search,North,0
101240,7.5,3,Paid Search,North,1
101241,6,2,Paid Search,North,0
101242,1.5,1,Paid Search,South,1
101243,12,4,Paid Search,South,1
101244,3,2,Direct,South,1
101245,3,3,Direct,North,1
101246,6,1,Direct,North,1
101247,3,4,Paid Search,North,1
101248,1.5,1,Paid Search,North,0
101249,6,2,Paid Search,South,1
101250,4.5,4,Paid Search,South,1
101251,1.5,1,Paid Search,South,1
101252,3,2,Paid Search,North,0
101253,7.5,2,Paid Search,North,1
101254,6,3,Paid Search,South,1
101255,2.25,1,Paid Search,South,1
101256,15,1,Paid Search,North,1
101257,6,2,Paid Search,North,0
101258,3,1,Paid Search,North,0
101259,3.75,4,Paid Search,North,1
101260,2.75,1,Paid Search,North,0
101261,3,2,Paid Search,South,1
101262,6,4,Paid Search,North,1
101263,4.5,4,Paid Search,South,1
101264,3,4,Direct,South,1
101265,2.5,1,Paid Search,South,1
101266,3.75,3,Paid Search,North,1
101267,9,4,Direct,North,1
101268,6,3,Paid Search,North,1
101269,3.5,4,Paid Search,North,1
101270,6,2,Paid Search,North,0
101271,4.5,3,Paid Search,North,1
101272,3,4,Paid Search,South,1
101273,12,4,Paid Search,North,1
101274,12,4,Paid Search,North,1
101275,7.5,1,Direct,North,1
101276,2.25,1,Paid Search,North,0
101277,4.5,2,Paid Search,South,1
101278,3,4,Paid Search,South,1
101279,1.5,1,Paid Search,North,0
101280,6,4,Paid Search,North,1
101281,3.75,4,Paid Search,South,1
101282,3,2,Paid Search,North,0
101283,4.5,4,Paid Search,North,1
101284,3.75,4,Paid Search,North,1
101285,6,2,Paid Search,North,0
101286,11.75,1,Paid Search,North,1
101287,12,3,Paid Search,North,1
101288,12,4,Direct,South,1
101289,3,4,Paid Search,North,1
101290,6,4,Paid Search,North,1
101291,3,2,Direct,South,1
101292,9,4,Paid Search,North,1
101293,6,4,Paid Search,South,1
101294,10.5,4,Paid Search,North,1
101295,12,2,Direct,North,1
101296,12,2,Paid Search,North,1
101297,3,4,Paid Search,North,1
101298,2.5,1,Paid Search,North,0
101299,4.5,4,Paid Search,South,1
101300,5.25,2,Paid Search,South,1
101301,1.5,1,Paid Search,North,0
101302,9,1,Paid Search,North,1
101303,6,2,Paid Search,North,0
101304,2.5,1,Paid Search,North,0
101305,12,2,Paid Search,South,1
101306,1.5,1,Paid Search,North,0
101307,7.5,4,Paid Search,South,1
101308,3,3,Paid Search,North,1
101309,2,1,Paid Search,South,1
101310,2.25,1,Paid Search,North,0
101311,12,4,Direct,South,1
101312,6,1,Paid Search,North,0
101313,6,4,Paid Search,South,1
101314,3,3,Paid Search,South,1
101315,1,1,Paid Search,North,0
101316,9,4,Paid Search,North,1
101317,3,3,Paid Search,South,1
101318,6,4,Paid Search,North,1
101319,3,2,Direct,North,1
101320,3.75,4,Paid Search,North,1
101321,7.5,2,Paid Search,North,1
101322,6,3,Paid Search,North,1
101323,6,1,Paid Search,South,1
101324,4.5,2,Paid Search,North,0
101325,4.5,3,Paid Search,North,1
101326,2,1,Paid Search,North,0
101327,3,4,Paid Search,South,1
101328,6,3,Paid Search,North,1
101329,9,2,Paid Search,North,1
101330,1.5,1,Paid Search,North,0
101331,6,4,Paid Search,South,1
101332,4.5,2,Direct,North,1
101333,15,2,Paid Search,North,1
101334,12,4,Paid Search,South,1
101335,6,4,Paid Search,South,1
101336,1.5,1,Paid Search,North,0
101337,3.25,4,Paid Search,South,1
101338,3.75,2,Paid Search,North,0
101339,6,4,Paid Search,North,1
101340,2.5,1,Paid Search,North,0
101341,6,4,Direct,South,1
101342,5.25,4,Paid Search,North,1
101343,4.5,3,Paid Search,North,1
101344,4.5,1,Direct,North,1
101345,2.5,1,Paid Search,North,0
101346,3.75,2,Paid Search,North,0
101347,3.25,4,Paid Search,North,1
101348,6,4,Paid Search,North,1
101349,1.5,1,Direct,North,1
101350,2.25,1,Direct,North,1
101351,2.25,1,Paid Search,North,0
101352,2.25,1,Paid Search,North,0
101353,4.5,4,Paid Search,South,1
101354,3,2,Paid Search,North,0
101355,2.5,1,Direct,North,1
101356,6,2,Paid Search,North,0
101357,3,4,Paid Search,North,1
101358,9,2,Paid Search,North,1
101359,3,2,Paid Search,North,0
101360,7.5,4,Paid Search,North,1
101361,4.5,4,Direct,North,1
101362,3,3,Paid Search,South,1
101363,3,2,Paid Search,South,1
101364,1.5,1,Paid Search,North,0
101365,4.5,1,Paid Search,North,0
101366,3,4,Direct,South,1
101367,4.5,1,Paid Search,South,1
101368,4.5,4,Paid Search,North,1
101369,9,2,Paid Search,North,1
101370,4.5,4,Paid Search,South,1
101371,9,4,Paid Search,North,1
101372,4.5,4,Paid Search,South,1
101373,2.5,1,Paid Search,North,0
101374,15,4,Paid Search,South,1
101375,15,4,Direct,South,1
101376,12,4,Direct,South,1
101377,4.5,3,Paid Search,South,1
101378,1.75,1,Paid Search,South,1
101379,9,2,Paid Search,North,1
101380,1.5,1,Paid Search,North,0
101381,5,4,Paid Search,North,1
101382,4.5,4,Paid Search,South,1
101383,5.5,4,Paid Search,North,1
101384,3,1,Paid Search,North,0
101385,7.5,2,Direct,South,1
101386,4.5,1,Paid Search,South,1
101387,4.5,2,Paid Search,North,0
101388,4.5,4,Paid Search,North,1
101389,3.75,4,Direct,South,1
101390,2.25,1,Direct,South,1
101391,4.5,2,Paid Search,South,1
101392,3,4,Paid Search,North,1
101393,9,4,Paid Search,South,1
101394,1.5,1,Paid Search,North,0
101395,2.25,1,Paid Search,South,1
101396,9.75,3,Direct,South,1
101397,3,4,Paid Search,South,1
101398,9,2,Paid Search,South,1
101399,3,1,Paid Search,North,0
101400,6,1,Paid Search,North,0
101401,4.5,4,Paid Search,South,1
101402,4.5,4,Direct,North,1
101403,6,2,Direct,South,1
101404,3.5,2,Paid Search,North,0
101405,4.5,4,Paid Search,North,1
101406,6,1,Paid Search,North,0
101407,6,4,Paid Search,North,1
101408,3.75,2,Paid Search,North,0
101409,6,2,Paid Search,South,1
101410,3,2,Paid Search,North,0
101411,6,4,Paid Search,North,1
101412,8.25,2,Paid Search,South,1
101413,3,2,Direct,North,1
101414,2.5,1,Paid Search,South,1
101415,6,2,Paid Search,North,0
101416,9,2,Paid Search,South,1
101417,3,1,Paid Search,North,0
101418,4.5,2,Direct,North,1
101419,5.25,2,Paid Search,North,0
101420,4.5,2,Paid Search,North,0
101421,3.75,3,Paid Search,South,1
101422,3,2,Paid Search,North,0
101423,3,3,Paid Search,South,1
101424,5.25,3,Paid Search,North,1
101425,3,2,Paid Search,North,0
101426,4.5,3,Paid Search,North,1
101427,7,2,Paid Search,North,1
101428,4.5,3,Paid Search,North,1
101429,2.25,1,Paid Search,North,0
101430,4.5,4,Direct,South,1
101431,1.25,1,Direct,North,1
101432,6,3,Direct,South,1
101433,1.5,1,Paid Search,North,0
101434,6,2,Direct,North,1
101435,2.25,1,Paid Search,South,1
101436,3,1,Paid Search,South,1
101437,1.5,1,Direct,South,1
101438,6,4,Paid Search,North,1
101439,10.5,4,Direct,North,1
101440,3,1,Direct,North,1
101441,3,4,Paid Search,North,1
101442,3,3,Paid Search,South,1
101443,5,3,Direct,South,1
101444,3,4,Direct,North,1
101445,12,3,Paid Search,South,1
101446,2.25,1,Direct,North,1
101447,9,4,Paid Search,North,1
101448,1.75,1,Paid Search,South,1
101449,3,4,Paid Search,South,1
101450,3.75,3,Direct,South,1
101451,9,2,Paid Search,North,1
101452,1.5,1,Paid Search,South,1
101453,3,4,Paid Search,South,1
101454,6,4,Paid Search,North,1
101455,6,3,Paid Search,South,1
101456,6,1,Paid Search,North,0
101457,2.75,1,Paid Search,South,1
101458,3,4,Paid Search,South,1
101459,1.5,1,Paid Search,North,0
101460,4.5,2,Paid Search,South,1
101461,9,2,Paid Search,North,1
101462,3.75,3,Paid Search,South,1
101463,3,1,Paid Search,South,1
101464,3,4,Direct,North,1
101465,4.5,1,Direct,North,1
101466,6,4,Paid Search,South,1
101467,6,2,Paid Search,North,0
101468,12,3,Paid Search,South,1
101469,8.25,2,Direct,South,1
101470,6,3,Paid Search,South,1
101471,6,2,Paid Search,South,1
101472,1.5,1,Direct,North,1
101473,2.25,1,Paid Search,North,0
101474,1.5,1,Direct,North,1
101475,4.5,2,Paid Search,North,0
101476,4.5,4,Paid Search,North,1
101477,9.75,4,Paid Search,North,1
101478,6,2,Paid Search,North,0
101479,3,4,Direct,South,1
101480,3.75,4,Paid Search,North,1
101481,3,1,Paid Search,North,0
101482,6,1,Paid Search,North,0
101483,7.5,4,Paid Search,North,1
101484,3.75,2,Paid Search,South,1
101485,3,4,Paid Search,North,1
101486,1.5,1,Paid Search,North,0
101487,3,4,Paid Search,South,1
101488,6,4,Paid Search,North,1
101489,2.5,1,Paid Search,South,1
101490,1.5,1,Paid Search,South,1
101491,3,2,Paid Search,South,1
101492,6.75,4,Direct,South,1
101493,1.5,1,Paid Search,North,0
101494,1.5,1,Paid Search,North,0
101495,3,2,Paid Search,South,1
101496,6,4,Paid Search,South,1
101497,9,1,Paid Search,North,1
101498,6,3,Paid Search,North,1
101499,4.5,2,Paid Search,North,0
101500,1.5,1,Paid Search,South,1
101501,6,1,Paid Search,North,0
101502,9,4,Paid Search,South,1
101503,2.25,1,Paid Search,South,1
101504,6,4,Paid Search,North,1
101505,6,4,Paid Search,North,1
101506,2.5,1,Paid Search,North,0
101507,3.75,2,Paid Search,South,1
101508,3.75,2,Paid Search,North,0
101509,6,2,Paid Search,North,0
101510,9.75,2,Paid Search,North,1
101511,3,2,Paid Search,North,0
101512,9,2,Paid Search,South,1
101513,3.75,4,Direct,South,1
101514,3,4,Paid Search,North,1
101515,6,1,Paid Search,North,0
101516,1.5,1,Paid Search,North,0
101517,1.5,1,Paid Search,South,1
101518,9,4,Paid Search,South,1
101519,1.5,1,Paid Search,South,1
101520,1.5,1,Paid Search,North,0
101521,6,4,Direct,South,1
101522,4.5,2,Paid Search,South,1
101523,12,4,Paid Search,South,1
101524,6,4,Paid Search,South,1
101525,4.5,4,Paid Search,North,1
101526,6.5,3,Paid Search,South,1
101527,3.75,3,Direct,North,1
101528,1,1,Paid Search,South,1
101529,9,4,Paid Search,North,1
101530,1.5,1,Paid Search,South,1
101531,9,1,Direct,South,1
101532,3.75,4,Paid Search,South,1
101533,3,4,Paid Search,North,1
101534,6,3,Paid Search,North,1
101535,6,2,Paid Search,North,0
101536,5.25,1,Direct,South,1
101537,1.5,1,Paid Search,North,0
101538,4.5,4,Paid Search,South,1
101539,12,4,Paid Search,North,1
101540,4.5,1,Paid Search,North,0
101541,3,1,Paid Search,North,0
101542,6,4,Paid Search,North,1
101543,7.5,4,Paid Search,North,1
101544,4.5,1,Paid Search,South,1
101545,3,4,Paid Search,North,1
101546,6,2,Paid Search,North,0
101547,6,4,Paid Search,North,1
101548,6,1,Paid Search,South,1
101549,3,4,Paid Search,North,1
101550,12,1,Paid Search,South,1
101551,3,4,Direct,North,1
101552,1.5,1,Paid Search,South,1
101553,12,1,Paid Search,North,1
101554,3,1,Paid Search,North,0
101555,2.25,1,Direct,North,1
101556,3,1,Paid Search,South,1
101557,4.5,3,Paid Search,South,1
101558,5.25,4,Paid Search,North,1
101559,6,4,Paid Search,South,1
101560,4.5,2,Paid Search,South,1
101561,6,4,Paid Search,North,1
101562,6,4,Paid Search,North,1
101563,1.5,1,Paid Search,South,1
101564,9,4,Paid Search,North,1
101565,6,2,Direct,North,1
101566,6,2,Paid Search,South,1
101567,3,3,Paid Search,South,1
101568,6,2,Paid Search,South,1
101569,12,1,Paid Search,North,1
101570,12,2,Paid Search,South,1
101571,6,4,Paid Search,North,1
101572,7.5,2,Paid Search,South,1
101573,6,4,Paid Search,South,1
101574,3.75,4,Direct,North,1
101575,2.25,1,Paid Search,North,0
101576,3.75,3,Paid Search,South,1
101577,3,1,Paid Search,South,1
101578,6,2,Direct,South,1
101579,9,4,Paid Search,North,1
101580,6,3,Direct,North,1
101581,4.5,3,Paid Search,South,1
101582,3,3,Paid Search,North,1
101583,2.25,1,Paid Search,North,0
101584,9,1,Direct,North,1
101585,3,4,Paid Search,North,1
101586,4.5,4,Paid Search,North,1
101587,2.25,1,Paid Search,South,1
101588,3,1,Paid Search,North,0
101589,4.5,3,Paid Search,North,1
101590,3,3,Paid Search,South,1
101591,3,3,Paid Search,North,1
101592,6,4,Paid Search,North,1
101593,5.25,4,Direct,North,1
101594,6,4,Paid Search,South,1
101595,6,3,Direct,North,1
101596,1.5,1,Paid Search,North,0
101597,6,4,Paid Search,North,1
101598,6,4,Direct,North,1
101599,4.5,2,Paid Search,South,1
101600,6,2,Direct,North,1
101601,1.75,1,Paid Search,North,0
101602,2.25,1,Paid Search,North,0
101603,6,4,Direct,North,1
101604,9,2,Paid Search,North,1
101605,2.5,1,Paid Search,North,0
101606,6,4,Paid Search,North,1
101607,6,2,Direct,South,1
101608,9,4,Paid Search,North,1
101609,4.5,1,Paid Search,North,0
101610,3.75,4,Paid Search,North,1
101611,3,3,Paid Search,North,1
101612,2.5,1,Paid Search,North,0
101613,5.25,2,Paid Search,North,0
101614,6,4,Paid Search,North,1
101615,4.5,1,Paid Search,North,0
101616,12,2,Direct,South,1
101617,15,2,Paid Search,South,1
101618,1.5,1,Paid Search,North,0
101619,7.5,4,Paid Search,South,1
101620,3,2,Paid Search,North,0
101621,5.25,3,Direct,South,1
101622,4.5,2,Paid Search,South,1
101623,12,2,Direct,North,1
101624,3,1,Paid Search,North,0
101625,4.5,4,Paid Search,North,1
101626,3.75,2,Paid Search,North,0
101627,1.5,1,Paid Search,South,1
101628,2.25,1,Paid Search,South,1
101629,10.5,4,Paid Search,North,1
101630,2.25,1,Direct,North,1
101631,6,4,Paid Search,South,1
101632,4.5,3,Paid Search,North,1
101633,3.75,1,Paid Search,North,0
